IQ-TREE multicore version 2.1.3 COVID-edition for Mac OS X 64-bit built Oct  4 2021
Developed by Bui Quang Minh, James Barbetti, Nguyen Lam Tung,
Olga Chernomor, Heiko Schmidt, Dominik Schrempf, Michael Woodhams.
ERROR: Sequence Dreissena_polymorpha|Opisthokonta_Mollusca_Dreissenidae|XP_052230261.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Dreissena_polymorpha|Opisthokonta_Mollusca_Dreissenidae|XP_052230862.1|OUTGROUP contains not enough characters (140)
ERROR: Sequence Drepanopeziza_brunnea_f._sp.|Opisthokonta_Ascomycota_Drepanopezizaceae|XP_007290365.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Dunckerocampus_dactyliophorus|Opisthokonta_Chordata_Syngnathidae|XP_054648947.1|OUTGROUP contains not enough characters (161)
ERROR: Sequence Durotheca_rogersii|Opisthokonta_Ascomycota_Xylariaceae|XP_051368332.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBJ27850.1 contains too many characters (188)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBJ30211.1 contains not enough characters (177)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBJ31646.1 contains not enough characters (166)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN74411.1 contains too many characters (186)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN76667.1 contains too many characters (191)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN76684.1 contains too many characters (192)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN77985.1 contains not enough characters (149)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN78409.1 contains too many characters (189)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN78539.1 contains too many characters (190)
ERROR: Sequence Ectocarpus_siliculosus|Sar_Phaeophyceae_Ectocarpaceae|CBN80020.1 contains not enough characters (175)
ERROR: Sequence Ectocarpus_sp._CCAP|Sar_Phaeophyceae_Ectocarpaceae|CAB1108839.1 contains too many characters (189)
ERROR: Sequence Ectocarpus_sp._CCAP|Sar_Phaeophyceae_Ectocarpaceae|CAB1117018.1 contains not enough characters (166)
ERROR: Sequence Ectocarpus_sp._CCAP|Sar_Phaeophyceae_Ectocarpaceae|CAB1121404.1 contains too many characters (186)
ERROR: Sequence Eimeria_acervulina|Sar_Apicomplexa_Eimeriidae|XP_013251950.1 contains not enough characters (179)
ERROR: Sequence Eimeria_maxima|Sar_Apicomplexa_Eimeriidae|XP_013335200.1 contains not enough characters (177)
ERROR: Sequence Eimeria_necatrix|Sar_Apicomplexa_Eimeriidae|XP_013436064.1 contains too many characters (184)
ERROR: Sequence Eimeria_tenella|Sar_Apicomplexa_Eimeriidae|XP_013233928.1 contains too many characters (184)
ERROR: Sequence Electrophorus_electricus|Opisthokonta_Chordata_Gymnotidae|XP_026865428.2|OUTGROUP contains not enough characters (147)
ERROR: Sequence Elphidium_margaritaceum|Sar_Foraminifera_Elphidiidae|GIGZ01006328.1.p1 contains not enough characters (148)
ERROR: Sequence Emiliania_huxleyi|Haptista_Haptophyta_Noelaerhabdaceae|XP_005760902.1|OUTGROUP contains too many characters (186)
ERROR: Sequence Emiliania_huxleyi|Haptista_Haptophyta_Noelaerhabdaceae|XP_005761177.1|OUTGROUP contains not enough characters (171)
ERROR: Sequence Emiliania_huxleyi|Haptista_Haptophyta_Noelaerhabdaceae|XP_005794091.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Endocarpon_pusillum|Opisthokonta_Ascomycota_Verrucariaceae|XP_007787817.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Endocarpon_pusillum|Opisthokonta_Ascomycota_Verrucariaceae|XP_007803949.1|OUTGROUP contains not enough characters (169)
ERROR: Sequence Epinephelus_fuscoguttatus|Opisthokonta_Chordata_Serranidae|XP_049438371.1|OUTGROUP contains too many characters (187)
ERROR: Sequence Epinephelus_fuscoguttatus|Opisthokonta_Chordata_Serranidae|XP_049441984.1|OUTGROUP contains not enough characters (161)
ERROR: Sequence Epinephelus_lanceolatus|Opisthokonta_Chordata_Serranidae|XP_033477155.1|OUTGROUP contains not enough characters (147)
ERROR: Sequence Eptesicus_fuscus|Opisthokonta_Chordata_Vespertilionidae|XP_054578006.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Eremothecium_sinecaudum|Opisthokonta_Ascomycota_Saccharomycetaceae|XP_017988653.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Erpetoichthys_calabaricus|Opisthokonta_Chordata_Polypteridae|XP_028659055.2|OUTGROUP contains not enough characters (160)
ERROR: Sequence Esox_lucius|Opisthokonta_Chordata_Esocidae|XP_012988867.2|OUTGROUP contains not enough characters (146)
ERROR: Sequence Etheostoma_cragini|Opisthokonta_Chordata_Percidae|XP_034740120.1|OUTGROUP contains not enough characters (150)
ERROR: Sequence Etheostoma_cragini|Opisthokonta_Chordata_Percidae|XP_034744412.1|OUTGROUP contains not enough characters (174)
ERROR: Sequence Etheostoma_spectabile|Opisthokonta_Chordata_Percidae|XP_032383401.1|OUTGROUP contains not enough characters (145)
ERROR: Sequence Eublepharis_macularius|Opisthokonta_Chordata_Eublepharidae|XP_054839229.1|OUTGROUP contains not enough characters (151)
ERROR: Sequence Exophiala_aquamarina|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_013254802.1|OUTGROUP contains too many characters (184)
ERROR: Sequence Exophiala_aquamarina|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_013258143.1|OUTGROUP contains not enough characters (181)
ERROR: Sequence Exophiala_aquamarina|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_013259559.1|OUTGROUP contains not enough characters (169)
ERROR: Sequence Exophiala_mesophila|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016225453.1|OUTGROUP contains too many characters (187)
ERROR: Sequence Exophiala_mesophila|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016227473.1|OUTGROUP contains not enough characters (167)
ERROR: Sequence Exophiala_oligosperma|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016259094.1|OUTGROUP contains too many characters (183)
ERROR: Sequence Exophiala_spinifera|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016231794.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Exophiala_spinifera|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016234508.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Exophiala_xenobiotica|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_013309868.1|OUTGROUP contains too many characters (200)
ERROR: Sequence Fibroporia_radiculosa|Opisthokonta_Basidiomycota_Fibroporiaceae|XP_012178896.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Fimicolochytrium_jonesii|Opisthokonta_Chytridiomycota_Powellomycetaceae|XP_052924148.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX11719.1 contains too many characters (187)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX12660.1 contains too many characters (184)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX14460.1 contains too many characters (185)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX14787.1 contains too many characters (191)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX17357.1 contains too many characters (189)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX17746.1 contains not enough characters (176)
ERROR: Sequence Fistulifera_solaris|Sar_Bacillariophyta_Naviculaceae|GAX25165.1 contains not enough characters (175)
ERROR: Sequence Folsomia_candida|Opisthokonta_Arthropoda_Isotomidae|XP_021959250.1|OUTGROUP contains not enough characters (154)
ERROR: Sequence Folsomia_candida|Opisthokonta_Arthropoda_Isotomidae|XP_021960703.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Fomitiporia_mediterranea|Opisthokonta_Basidiomycota_Hymenochaetaceae|XP_007271418.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Fonsecaea_erecta|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_018689504.1|OUTGROUP contains not enough characters (174)
ERROR: Sequence Fonsecaea_erecta|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_018698304.1|OUTGROUP contains not enough characters (181)
ERROR: Sequence Fonsecaea_multimorphosa|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016634651.1|OUTGROUP contains too many characters (201)
ERROR: Sequence Fonsecaea_multimorphosa|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016635944.1|OUTGROUP contains not enough characters (157)
ERROR: Sequence Fonsecaea_multimorphosa|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_016636276.1|OUTGROUP contains not enough characters (173)
ERROR: Sequence Fonsecaea_nubica|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_022497779.1|OUTGROUP contains too many characters (201)
ERROR: Sequence Fonsecaea_pedrosoi|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_013282525.1|OUTGROUP contains too many characters (200)
ERROR: Sequence Fonsecaea_pedrosoi|Opisthokonta_Ascomycota_Herpotrichiellaceae|XP_013285315.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Fonticula_alba|Opisthokonta_Fonticulaceae|XP_009497762.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Fragilaria_crotonensis|Sar_Bacillariophyta_Fragilariaceae|KAI2498536.1 contains too many characters (186)
ERROR: Sequence Fragilaria_crotonensis|Sar_Bacillariophyta_Fragilariaceae|KAI2501588.1 contains too many characters (188)
ERROR: Sequence Fragilaria_crotonensis|Sar_Bacillariophyta_Fragilariaceae|KAI2507696.1 contains not enough characters (178)
ERROR: Sequence Fragilaria_crotonensis|Sar_Bacillariophyta_Fragilariaceae|KAI2511089.1 contains too many characters (188)
ERROR: Sequence Fragilariopsis_cylindrus|Sar_Bacillariophyta_Bacillariaceae|OEU06709.1 contains too many characters (184)
ERROR: Sequence Fragilariopsis_cylindrus|Sar_Bacillariophyta_Bacillariaceae|OEU16654.1 contains not enough characters (168)
ERROR: Sequence Fragilariopsis_cylindrus|Sar_Bacillariophyta_Bacillariaceae|OEU17902.1 contains not enough characters (146)
ERROR: Sequence Fragilariopsis_cylindrus|Sar_Bacillariophyta_Bacillariaceae|OEU19912.1 contains not enough characters (167)
ERROR: Sequence Fragilariopsis_cylindrus|Sar_Bacillariophyta_Bacillariaceae|OEU23352.1 contains too many characters (184)
ERROR: Sequence Fundulus_heteroclitus|Opisthokonta_Chordata_Fundulidae|XP_012721605.2|OUTGROUP contains not enough characters (162)
ERROR: Sequence Fusarium_coffeatum|Opisthokonta_Ascomycota_Nectriaceae|XP_031010489.1|OUTGROUP contains not enough characters (180)
ERROR: Sequence Fusarium_coffeatum|Opisthokonta_Ascomycota_Nectriaceae|XP_031017233.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Fusarium_coffeatum|Opisthokonta_Ascomycota_Nectriaceae|XP_031019061.1|OUTGROUP contains not enough characters (170)
ERROR: Sequence Fusarium_falciforme|Opisthokonta_Ascomycota_Nectriaceae|XP_053005185.1|OUTGROUP contains not enough characters (158)
ERROR: Sequence Fusarium_falciforme|Opisthokonta_Ascomycota_Nectriaceae|XP_053009392.1|OUTGROUP contains not enough characters (171)
ERROR: Sequence Fusarium_fujikuroi|Opisthokonta_Ascomycota_Nectriaceae|XP_023425723.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Fusarium_fujikuroi|Opisthokonta_Ascomycota_Nectriaceae|XP_023431769.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Fusarium_fujikuroi|Opisthokonta_Ascomycota_Nectriaceae|XP_023435608.1|OUTGROUP contains not enough characters (167)
ERROR: Sequence Fusarium_keratoplasticum|Opisthokonta_Ascomycota_Nectriaceae|XP_052909144.1|OUTGROUP contains too many characters (187)
ERROR: Sequence Fusarium_keratoplasticum|Opisthokonta_Ascomycota_Nectriaceae|XP_052913157.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Fusarium_keratoplasticum|Opisthokonta_Ascomycota_Nectriaceae|XP_052917445.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Fusarium_mangiferae|Opisthokonta_Ascomycota_Nectriaceae|XP_041683905.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Fusarium_mangiferae|Opisthokonta_Ascomycota_Nectriaceae|XP_041685668.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Fusarium_mangiferae|Opisthokonta_Ascomycota_Nectriaceae|XP_041688670.1|OUTGROUP contains not enough characters (167)
ERROR: Sequence Fusarium_odoratissimum|Opisthokonta_Ascomycota_Nectriaceae|XP_031063112.1|OUTGROUP contains not enough characters (155)
ERROR: Sequence Fusarium_odoratissimum|Opisthokonta_Ascomycota_Nectriaceae|XP_031067861.1|OUTGROUP contains not enough characters (166)
ERROR: Sequence Fusarium_oxysporum_f._sp.|Opisthokonta_Ascomycota_Nectriaceae|XP_018249603.1|OUTGROUP contains not enough characters (167)
ERROR: Sequence Fusarium_oxysporum|Opisthokonta_Ascomycota_Nectriaceae|XP_054563184.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Fusarium_poae|Opisthokonta_Ascomycota_Nectriaceae|XP_044705808.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Fusarium_proliferatum|Opisthokonta_Ascomycota_Nectriaceae|XP_031081927.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Fusarium_proliferatum|Opisthokonta_Ascomycota_Nectriaceae|XP_031088035.1|OUTGROUP contains not enough characters (166)
ERROR: Sequence Fusarium_pseudograminearum|Opisthokonta_Ascomycota_Nectriaceae|XP_009257003.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Fusarium_redolens|Opisthokonta_Ascomycota_Nectriaceae|XP_046046018.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Fusarium_solani|Opisthokonta_Ascomycota_Nectriaceae|XP_046128959.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Fusarium_subglutinans|Opisthokonta_Ascomycota_Nectriaceae|XP_036532148.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Fusarium_subglutinans|Opisthokonta_Ascomycota_Nectriaceae|XP_036542203.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Fusarium_tjaetaba|Opisthokonta_Ascomycota_Nectriaceae|XP_037209589.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Fusarium_vanettenii|Opisthokonta_Ascomycota_Nectriaceae|XP_003043759.1|OUTGROUP contains too many characters (187)
ERROR: Sequence Fusarium_vanettenii|Opisthokonta_Ascomycota_Nectriaceae|XP_003048043.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Fusarium_vanettenii|Opisthokonta_Ascomycota_Nectriaceae|XP_003049946.1|OUTGROUP contains not enough characters (148)
ERROR: Sequence Fusarium_venenatum|Opisthokonta_Ascomycota_Nectriaceae|XP_025586573.1|OUTGROUP contains not enough characters (171)
ERROR: Sequence Fusarium_venenatum|Opisthokonta_Ascomycota_Nectriaceae|XP_025594012.1|OUTGROUP contains too many characters (188)
ERROR: Sequence Fusarium_verticillioides|Opisthokonta_Ascomycota_Nectriaceae|XP_018757630.1|OUTGROUP contains not enough characters (170)
ERROR: Sequence Gadus_chalcogrammus|Opisthokonta_Chordata_Gadidae|XP_056452102.1|OUTGROUP contains not enough characters (173)
ERROR: Sequence Gadus_morhua|Opisthokonta_Chordata_Gadidae|XP_030224688.1|OUTGROUP contains not enough characters (161)
ERROR: Sequence Gaeumannomyces_tritici|Opisthokonta_Ascomycota_Magnaporthaceae|XP_009218597.1|OUTGROUP contains too many characters (192)
ERROR: Sequence Gaeumannomyces_tritici|Opisthokonta_Ascomycota_Magnaporthaceae|XP_009221093.1|OUTGROUP contains too many characters (198)
ERROR: Sequence Galdieria_sulphuraria_Rhodophyta_Galdieriaceae|XP_005702860.1|OUTGROUP contains too many characters (190)
ERROR: Sequence Galdieria_sulphuraria_Rhodophyta_Galdieriaceae|XP_005708532.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Galdieria_sulphuraria_Rhodophyta_Galdieriaceae|XP_005708533.1|OUTGROUP contains too many characters (183)
ERROR: Sequence Gambusia_affinis|Opisthokonta_Chordata_Poeciliidae|XP_043973263.1|OUTGROUP contains too many characters (183)
ERROR: Sequence Gambusia_affinis|Opisthokonta_Chordata_Poeciliidae|XP_043982860.1|OUTGROUP contains not enough characters (160)
ERROR: Sequence Gambusia_affinis|Opisthokonta_Chordata_Poeciliidae|XP_043989361.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Gamsiella_multidivaricata|Opisthokonta_Mucoromycota_Mortierellaceae|XP_051406019.1|OUTGROUP contains too many characters (193)
ERROR: Sequence Gasterosteus_aculeatus|Opisthokonta_Chordata_Gasterosteidae|XP_040031376.1|OUTGROUP contains not enough characters (165)
ERROR: Sequence Gekko_japonicus|Opisthokonta_Chordata_Gekkonidae|XP_015279419.1|OUTGROUP contains not enough characters (142)
ERROR: Sequence Gigantopelta_aegis|Opisthokonta_Mollusca_Peltospiridae|XP_041376534.1|OUTGROUP contains not enough characters (153)
ERROR: Sequence Gilbertella_persicaria|Opisthokonta_Mucoromycota_Choanephoraceae|XP_051431625.1|OUTGROUP contains too many characters (188)
ERROR: Sequence Glarea_lozoyensis|Opisthokonta_Ascomycota_Helotiaceae|XP_008079186.1|OUTGROUP contains not enough characters (152)
ERROR: Sequence Glarea_lozoyensis|Opisthokonta_Ascomycota_Helotiaceae|XP_008088388.1|OUTGROUP contains not enough characters (172)
ERROR: Sequence Globisporangium_splendens|Sar_Oomycota_Pythiaceae|KAF1317732.1 contains not enough characters (152)
ERROR: Sequence Globisporangium_splendens|Sar_Oomycota_Pythiaceae|KAF1330497.1 contains not enough characters (160)
ERROR: Sequence Globobulimina_GloT14_NODE_11214|Sar_Foraminifera_Buliminidae|GGCE01011201.1.p1 contains not enough characters (180)
ERROR: Sequence Globobulimina_GloT14_NODE_14014|Sar_Foraminifera_Buliminidae|GGCE01013997.1.p1 contains too many characters (193)
ERROR: Sequence Globobulimina_GloT14_NODE_17759|Sar_Foraminifera_Buliminidae|GGCE01017737.1.p1 contains too many characters (190)
ERROR: Sequence Globobulimina_GloT14_NODE_27596|Sar_Foraminifera_Buliminidae|GGCE01027565.1.p1 contains too many characters (197)
ERROR: Sequence Globobulimina_GloT14_NODE_29967|Sar_Foraminifera_Buliminidae|GGCE01029933.1.p1 contains too many characters (194)
ERROR: Sequence Globobulimina_GloT14_NODE_35783|Sar_Foraminifera_Buliminidae|GGCE01035745.1.p1 contains too many characters (189)
ERROR: Sequence Globobulimina_GloT14_NODE_36635|Sar_Foraminifera_Buliminidae|GGCE01036596.1.p1 contains too many characters (199)
ERROR: Sequence Globobulimina_GloT14_NODE_39215|Sar_Foraminifera_Buliminidae|GGCE01039173.1.p1 contains too many characters (191)
ERROR: Sequence Globobulimina_GloT14_NODE_8288|Sar_Foraminifera_Buliminidae|GGCE01008279.1.p1 contains too many characters (188)
ERROR: Sequence Globobulimina_GloT15_NODE_107561|Sar_Foraminifera_Buliminidae|GGCD01107509.1.p1 contains too many characters (184)
ERROR: Sequence Globobulimina_GloT15_NODE_111996|Sar_Foraminifera_Buliminidae|GGCD01111940.1.p1 contains too many characters (185)
ERROR: Sequence Globobulimina_GloT15_NODE_139476|Sar_Foraminifera_Buliminidae|GGCD01139405.1.p1 contains too many characters (188)
ERROR: Sequence Globobulimina_GloT15_NODE_149161|Sar_Foraminifera_Buliminidae|GGCD01149082.1.p1 contains too many characters (187)
ERROR: Sequence Globobulimina_GloT15_NODE_150785|Sar_Foraminifera_Buliminidae|GGCD01150703.1.p1 contains too many characters (190)
ERROR: Sequence Globobulimina_GloT15_NODE_153398|Sar_Foraminifera_Buliminidae|GGCD01153313.1.p1 contains too many characters (189)
ERROR: Sequence Globobulimina_GloT15_NODE_182037|Sar_Foraminifera_Buliminidae|GGCD01181928.1.p1 contains too many characters (199)
ERROR: Sequence Globobulimina_GloT15_NODE_205044|Sar_Foraminifera_Buliminidae|GGCD01204907.1.p1 contains too many characters (189)
ERROR: Sequence Globobulimina_GloT15_NODE_284658|Sar_Foraminifera_Buliminidae|GGCD01284399.1.p1 contains too many characters (190)
ERROR: Sequence Globobulimina_GloT15_NODE_305929|Sar_Foraminifera_Buliminidae|GGCD01305632.1.p1 contains too many characters (191)
ERROR: Sequence Globobulimina_GloT15_NODE_362524|Sar_Foraminifera_Buliminidae|GGCD01362141.1.p1 contains too many characters (199)
ERROR: Sequence Globobulimina_GloT15_NODE_57679|Sar_Foraminifera_Buliminidae|GGCD01057650.1.p1 contains too many characters (192)
ERROR: Sequence Globobulimina_GloT15_NODE_60024|Sar_Foraminifera_Buliminidae|GGCD01059995.1.p1 contains too many characters (188)
ERROR: Sequence Globobulimina_GloT15_NODE_619|Sar_Foraminifera_Buliminidae|GGCD01000618.1.p3 contains too many characters (184)
ERROR: Sequence Globobulimina_GloT15_NODE_63975|Sar_Foraminifera_Buliminidae|GGCD01063940.1.p1 contains too many characters (197)
ERROR: Sequence Globobulimina_GloT15_NODE_64615|Sar_Foraminifera_Buliminidae|GGCD01064579.1.p1 contains not enough characters (169)
ERROR: Sequence Globobulimina_GloT15_NODE_64927|Sar_Foraminifera_Buliminidae|GGCD01064891.1.p1 contains too many characters (189)
ERROR: Sequence Globobulimina_GloT15_NODE_69750|Sar_Foraminifera_Buliminidae|GGCD01069713.1.p1 contains too many characters (187)
ERROR: Sequence Globobulimina_GloT15_NODE_92779|Sar_Foraminifera_Buliminidae|GGCD01092734.1.p1 contains too many characters (184)
ERROR: Sequence Globobulimina_GloT15_NODE_93478|Sar_Foraminifera_Buliminidae|GGCD01093432.1.p1 contains not enough characters (181)
ERROR: Sequence Globobulimina_GloT15_NODE_97877|Sar_Foraminifera_Buliminidae|GGCD01097830.1.p1 contains too many characters (191)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01000959.1.p1 contains too many characters (188)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01057412.1.p1 contains too many characters (190)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01064239.1.p1 contains too many characters (184)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01075412.1.p1 contains too many characters (198)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01100883.1.p1 contains too many characters (184)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01102019.1.p1 contains not enough characters (179)
ERROR: Sequence Globobulimina_pacifica|Sar_Foraminifera_Buliminidae|GIHI01123984.1.p1 contains too many characters (191)
ERROR: Sequence Gloeophyllum_trabeum|Opisthokonta_Basidiomycota_Gloeophyllaceae|XP_007862781.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Gouania_willdenowi_Streptophyta_Rhamnaceae|XP_028328655.1|OUTGROUP contains not enough characters (176)
ERROR: Sequence Gregarina_niphandrodes|Sar_Apicomplexa_Gregarinidae|XP_011134506.1 contains not enough characters (167)
ERROR: Sequence Grosmannia_clavigera|Opisthokonta_Ascomycota_Ophiostomataceae|XP_014170552.1|OUTGROUP contains too many characters (184)
ERROR: Sequence Grosmannia_clavigera|Opisthokonta_Ascomycota_Ophiostomataceae|XP_014174372.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Guillardia_theta_Cryptophyceae_Geminigeraceae|XP_005832920.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Guillardia_theta_Cryptophyceae_Geminigeraceae|XP_005842381.1|OUTGROUP contains not enough characters (178)
ERROR: Sequence Gymnodraco_acuticeps|Opisthokonta_Chordata_Bathydraconidae|XP_034086683.1|OUTGROUP contains not enough characters (157)
ERROR: Sequence Haliotis_rubra|Opisthokonta_Mollusca_Haliotidae|XP_046544138.1|OUTGROUP contains not enough characters (155)
ERROR: Sequence Haliotis_rufescens|Opisthokonta_Mollusca_Haliotidae|XP_046361804.1|OUTGROUP contains not enough characters (149)
ERROR: Sequence Halteromyces_radiatus|Opisthokonta_Mucoromycota_Cunninghamellaceae|XP_051404490.1|OUTGROUP contains too many characters (185)
ERROR: Sequence Haplochromis_burtoni|Opisthokonta_Chordata_Cichlidae|XP_005913450.1|OUTGROUP contains not enough characters (147)
ERROR: Sequence Helobdella_robusta|Opisthokonta_Annelida_Glossiphoniidae|XP_009012150.1|OUTGROUP contains not enough characters (168)
ERROR: Sequence Hippocampus_zosterae|Opisthokonta_Chordata_Syngnathidae|XP_051922530.1|OUTGROUP contains not enough characters (161)
ERROR: Sequence Hirsutella_rhossiliensis|Opisthokonta_Ascomycota_Ophiocordycipitaceae|XP_044716477.1|OUTGROUP contains too many characters (195)
ERROR: Sequence Hirsutella_rhossiliensis|Opisthokonta_Ascomycota_Ophiocordycipitaceae|XP_044722387.1|OUTGROUP contains not enough characters (159)
ERROR: Sequence Homarus_americanus|Opisthokonta_Arthropoda_Nephropidae|XP_042227688.1|OUTGROUP contains not enough characters (150)
ERROR: Sequence Homarus_americanus|Opisthokonta_Arthropoda_Nephropidae|XP_042227694.1|OUTGROUP contains not enough characters (157)
ERROR: Sequence Homarus_americanus|Opisthokonta_Arthropoda_Nephropidae|XP_042227695.1|OUTGROUP contains not enough characters (171)
ERROR: Sequence Hondaea_fermentalgiana|Sar_Bigyra_Thraustochytriaceae|GBG27352.1 contains too many characters (196)
ERROR: Sequence Hyaloperonospora_brassicae|Sar_Oomycota_Peronosporaceae|CAI5730069.1 contains not enough characters (146)
ERROR: Sequence Hyaloperonospora_brassicae|Sar_Oomycota_Peronosporaceae|CAI5731152.1 contains not enough characters (179)
ERROR: Sequence Hyaloscypha_bicolor|Opisthokonta_Ascomycota_Hyaloscyphaceae|XP_024735733.1|OUTGROUP contains too many characters (194)
ERROR: Sequence Hyaloscypha_bicolor|Opisthokonta_Ascomycota_Hyaloscyphaceae|XP_024735736.1|OUTGROUP contains not enough characters (157)
ERROR: Sequence Hyla_sarda|Opisthokonta_Chordata_Hylidae|XP_056383275.1|OUTGROUP contains not enough characters (159)
ERROR: Sequence Hyphopichia_burtonii|Opisthokonta_Ascomycota_Debaryomycetaceae|XP_020079564.1|OUTGROUP contains too many characters (191)
ERROR: Sequence Hypoxylon_fragiforme|Opisthokonta_Ascomycota_Hypoxylaceae|XP_049117150.1|OUTGROUP contains not enough characters (174)
ERROR: Sequence Hypoxylon_trugodes|Opisthokonta_Ascomycota_Hypoxylaceae|XP_051316146.1|OUTGROUP contains not enough characters (179)
ERROR: Sequence Hypoxylon_trugodes|Opisthokonta_Ascomycota_Hypoxylaceae|XP_051317660.1|OUTGROUP contains too many characters (196)
ERROR: Sequence Ictalurus_furcatus|Opisthokonta_Chordata_Ictaluridae|XP_053497741.1|OUTGROUP contains not enough characters (149)
ERROR: Sequence Ilyonectria_robusta|Opisthokonta_Ascomycota_Nectriaceae|XP_046097525.1|OUTGROUP contains not enough characters (175)
ERROR: Sequence Ilyonectria_robusta|Opisthokonta_Ascomycota_Nectriaceae|XP_046102989.1|OUTGROUP contains too many characters (195)
